TRANSACTION_ID,SALE_DATE,YEAR,MONTH,MONTH_NAME,MODEL,SEGMENT,FUEL_TYPE,REGION,DEALER,BASE_PRICE,DISCOUNT_AMOUNT,SELLING_PRICE,COST_PRICE,GROSS_PROFIT,GROSS_MARGIN_PCT,UNITS_SOLD
VA20240203193,26-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18939.0,572910.0,480000,92910.0,16.22,1
VA20240203194,10-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19333.0,584834.0,480000,104834.0,17.93,1
VA20240203195,26-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18954.0,573348.0,480000,93348.0,16.28,1
VA20240203196,14-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19349.0,585306.0,480000,105306.0,17.99,1
VA20240203197,28-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18992.0,574518.0,480000,94518.0,16.45,1
VA20240203198,06-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18906.0,571915.0,480000,91915.0,16.07,1
VA20240203199,10-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18943.0,573024.0,480000,93024.0,16.23,1
VA20240203200,21-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18818.0,569230.0,480000,89230.0,15.68,1
VA20240203201,20-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19368.0,585882.0,480000,105882.0,18.07,1
VA20240203202,09-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19378.0,586199.0,480000,106199.0,18.12,1
VA20240203203,16-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19211.0,581147.0,480000,101147.0,17.4,1
VA20240203204,11-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18940.0,572933.0,480000,92933.0,16.22,1
VA20240203205,05-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18880.0,571125.0,480000,91125.0,15.96,1
VA20240203206,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18831.0,569628.0,480000,89628.0,15.73,1
VA20240203207,06-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18943.0,573035.0,480000,93035.0,16.24,1
VA20240203208,10-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19500.0,589880.0,480000,109880.0,18.63,1
VA20240203209,05-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19002.0,574795.0,480000,94795.0,16.49,1
VA20240203210,24-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19088.0,577414.0,480000,97414.0,16.87,1
VA20240203211,08-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18897.0,571631.0,480000,91631.0,16.03,1
VA20240203212,05-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18987.0,574350.0,480000,94350.0,16.43,1
VA20240203213,16-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19215.0,581247.0,480000,101247.0,17.42,1
VA20240203214,11-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19283.0,583303.0,480000,103303.0,17.71,1
VA20240203215,10-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19004.0,574884.0,480000,94884.0,16.5,1
VA20240203216,12-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18860.0,570525.0,480000,90525.0,15.87,1
VA20240203217,23-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19116.0,578268.0,480000,98268.0,16.99,1
VA20240203218,11-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18996.0,574625.0,480000,94625.0,16.47,1
VA20240203219,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18985.0,574285.0,480000,94285.0,16.42,1
VA20240203220,02-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19553.0,591484.0,480000,111484.0,18.85,1
VA20240203221,25-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19289.0,583502.0,480000,103502.0,17.74,1
VA20240203222,03-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19244.0,582121.0,480000,102121.0,17.54,1
VA20240203223,16-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19135.0,578843.0,480000,98843.0,17.08,1
VA20240203224,07-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19145.0,579149.0,480000,99149.0,17.12,1
VA20240203225,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19231.0,581750.0,480000,101750.0,17.49,1
VA20240203226,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19351.0,585363.0,480000,105363.0,18.0,1
VA20240203227,04-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19355.0,585496.0,480000,105496.0,18.02,1
VA20240203228,13-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18948.0,573173.0,480000,93173.0,16.26,1
VA20240203229,08-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19200.0,580803.0,480000,100803.0,17.36,1
VA20240203230,07-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19132.0,578755.0,480000,98755.0,17.06,1
VA20240203231,24-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19485.0,589408.0,480000,109408.0,18.56,1
VA20240203232,17-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19301.0,583853.0,480000,103853.0,17.79,1
VA20240203233,16-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19225.0,581555.0,480000,101555.0,17.46,1
VA20240203234,22-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18905.0,571865.0,480000,91865.0,16.06,1
VA20240203235,11-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19281.0,583254.0,480000,103254.0,17.7,1
VA20240203236,21-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18906.0,571907.0,480000,91907.0,16.07,1
VA20240203237,24-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19075.0,577018.0,480000,97018.0,16.81,1
VA20240203238,17-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18926.0,572503.0,480000,92503.0,16.16,1
VA20240203239,09-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19348.0,585262.0,480000,105262.0,17.99,1
VA20240203240,21-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18974.0,573976.0,480000,93976.0,16.37,1
VA20240203241,07-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19117.0,578288.0,480000,98288.0,17.0,1
VA20240203242,02-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19504.0,589992.0,480000,109992.0,18.64,1
VA20240203243,04-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18973.0,573931.0,480000,93931.0,16.37,1
VA20240203244,21-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19206.0,580981.0,480000,100981.0,17.38,1
VA20240203245,11-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19138.0,578925.0,480000,98925.0,17.09,1
VA20240203246,06-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18830.0,569605.0,480000,89605.0,15.73,1
VA20240203247,19-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19425.0,587601.0,480000,107601.0,18.31,1
VA20240203248,13-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18869.0,570788.0,480000,90788.0,15.91,1
VA20240203249,01-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19180.0,580202.0,480000,100202.0,17.27,1
VA20240203250,19-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19247.0,582210.0,480000,102210.0,17.56,1
VA20240203251,23-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19299.0,583784.0,480000,103784.0,17.78,1
VA20240203252,05-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19345.0,585182.0,480000,105182.0,17.97,1
VA20240203253,25-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19011.0,575068.0,480000,95068.0,16.53,1
VA20240203254,08-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18824.0,569416.0,480000,89416.0,15.7,1
VA20240203255,16-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19372.0,585991.0,480000,105991.0,18.09,1
VA20240203256,22-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19227.0,581628.0,480000,101628.0,17.47,1
VA20240203257,11-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19458.0,588609.0,480000,108609.0,18.45,1
VA20240203258,02-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19447.0,588266.0,480000,108266.0,18.4,1
VA20240203259,21-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19464.0,588776.0,480000,108776.0,18.47,1
VA20240203260,23-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19189.0,580454.0,480000,100454.0,17.31,1
VA20240203261,26-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19072.0,576935.0,480000,96935.0,16.8,1
VA20240203262,05-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19424.0,587573.0,480000,107573.0,18.31,1
VA20240203263,08-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19163.0,579668.0,480000,99668.0,17.19,1
VA20240203264,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,18957.0,573446.0,480000,93446.0,16.3,1
VA20240203265,26-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19473.0,589047.0,480000,109047.0,18.51,1
VA20240203266,24-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19494.0,589688.0,480000,109688.0,18.6,1
VA20240203267,01-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19174.0,580017.0,480000,100017.0,17.24,1
VA20240203268,12-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18874.0,570943.0,480000,90943.0,15.93,1
VA20240203269,09-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19114.0,578194.0,480000,98194.0,16.98,1
VA20240203270,16-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19433.0,587852.0,480000,107852.0,18.35,1
VA20240203271,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19509.0,590134.0,480000,110134.0,18.66,1
VA20240203272,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,18972.0,573911.0,480000,93911.0,16.36,1
VA20240203273,07-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18867.0,570740.0,480000,90740.0,15.9,1
VA20240203274,06-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19490.0,589567.0,480000,109567.0,18.58,1
VA20240203275,12-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19115.0,578231.0,480000,98231.0,16.99,1
VA20240203276,24-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19232.0,581770.0,480000,101770.0,17.49,1
VA20240203277,09-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19559.0,591674.0,480000,111674.0,18.87,1
VA20240203278,28-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18867.0,570730.0,480000,90730.0,15.9,1
VA20240203279,06-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19314.0,584246.0,480000,104246.0,17.84,1
VA20240203280,17-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18873.0,570906.0,480000,90906.0,15.92,1
VA20240203281,15-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19104.0,577907.0,480000,97907.0,16.94,1
VA20240203282,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19433.0,587858.0,480000,107858.0,18.35,1
VA20240203283,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19149.0,579254.0,480000,99254.0,17.13,1
VA20240203284,15-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19582.0,592351.0,480000,112351.0,18.97,1
VA20240203285,25-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19245.0,582172.0,480000,102172.0,17.55,1
VA20240203286,13-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19063.0,576645.0,480000,96645.0,16.76,1
VA20240203287,01-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18985.0,574298.0,480000,94298.0,16.42,1
VA20240203288,28-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19085.0,577327.0,480000,97327.0,16.86,1
VA20240203289,25-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19102.0,577839.0,480000,97839.0,16.93,1
VA20240203290,08-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18869.0,570780.0,480000,90780.0,15.9,1
VA20240203291,24-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19100.0,577770.0,480000,97770.0,16.92,1
VA20240203292,22-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19173.0,579969.0,480000,99969.0,17.24,1
VA20240203293,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19371.0,585975.0,480000,105975.0,18.09,1
VA20240203294,07-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19320.0,584441.0,480000,104441.0,17.87,1
VA20240203295,22-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19360.0,585650.0,480000,105650.0,18.04,1
VA20240203296,25-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18822.0,569378.0,480000,89378.0,15.7,1
VA20240203297,05-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18983.0,574241.0,480000,94241.0,16.41,1
VA20240203298,10-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19324.0,584556.0,480000,104556.0,17.89,1
VA20240203299,14-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19188.0,580428.0,480000,100428.0,17.3,1
VA20240203300,04-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,18820.0,569307.0,480000,89307.0,15.69,1
VA20240203301,17-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19434.0,587874.0,480000,107874.0,18.35,1
VA20240203302,02-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19410.0,587138.0,480000,107138.0,18.25,1
VA20240203303,06-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19237.0,581925.0,480000,101925.0,17.52,1
VA20240203304,07-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,18867.0,570728.0,480000,90728.0,15.9,1
VA20240203305,16-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19405.0,586992.0,480000,106992.0,18.23,1
VA20240203306,04-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19264.0,582745.0,480000,102745.0,17.63,1
VA20240203307,19-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19417.0,587350.0,480000,107350.0,18.28,1
VA20240203308,22-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19393.0,586649.0,480000,106649.0,18.18,1
VA20240203309,17-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19433.0,587839.0,480000,107839.0,18.35,1
VA20240203310,23-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19214.0,581218.0,480000,101218.0,17.41,1
VA20240203311,09-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18924.0,572444.0,480000,92444.0,16.15,1
VA20240203312,12-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19331.0,584776.0,480000,104776.0,17.92,1
VA20240203313,20-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19293.0,583599.0,480000,103599.0,17.75,1
VA20240203314,01-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19386.0,586428.0,480000,106428.0,18.15,1
VA20240203315,21-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18946.0,573131.0,480000,93131.0,16.25,1
VA20240203316,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18966.0,573714.0,480000,93714.0,16.33,1
VA20240203317,15-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19500.0,589870.0,480000,109870.0,18.63,1
VA20240203318,12-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19392.0,586607.0,480000,106607.0,18.17,1
VA20240203319,24-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19514.0,590284.0,480000,110284.0,18.68,1
VA20240203320,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19399.0,586810.0,480000,106810.0,18.2,1
VA20240203321,26-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19275.0,583057.0,480000,103057.0,17.68,1
VA20240203322,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19318.0,584381.0,480000,104381.0,17.86,1
VA20240203323,09-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19499.0,589840.0,480000,109840.0,18.62,1
VA20240203324,02-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19261.0,582631.0,480000,102631.0,17.62,1
VA20240203325,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19302.0,583876.0,480000,103876.0,17.79,1
VA20240203326,03-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,18936.0,572819.0,480000,92819.0,16.2,1
VA20240203327,17-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19180.0,580194.0,480000,100194.0,17.27,1
VA20240203328,04-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19366.0,585827.0,480000,105827.0,18.06,1
VA20240203329,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19024.0,575479.0,480000,95479.0,16.59,1
VA20240203330,07-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18971.0,573883.0,480000,93883.0,16.36,1
VA20240203331,17-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19057.0,576475.0,480000,96475.0,16.74,1
VA20240203332,19-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19001.0,574795.0,480000,94795.0,16.49,1
VA20240203333,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,18981.0,574177.0,480000,94177.0,16.4,1
VA20240203334,14-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19142.0,579054.0,480000,99054.0,17.11,1
VA20240203335,25-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19513.0,590275.0,480000,110275.0,18.68,1
VA20240203336,12-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19205.0,580964.0,480000,100964.0,17.38,1
VA20240203337,23-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18960.0,573550.0,480000,93550.0,16.31,1
VA20240203338,04-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,18875.0,570972.0,480000,90972.0,15.93,1
VA20240203339,26-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19351.0,585357.0,480000,105357.0,18.0,1
VA20240203340,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19110.0,578077.0,480000,98077.0,16.97,1
VA20240203341,17-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19447.0,588277.0,480000,108277.0,18.41,1
VA20240203342,22-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19323.0,584506.0,480000,104506.0,17.88,1
VA20240203343,18-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19428.0,587682.0,480000,107682.0,18.32,1
VA20240203344,15-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19025.0,575502.0,480000,95502.0,16.59,1
VA20240203345,11-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19348.0,585269.0,480000,105269.0,17.99,1
VA20240203346,11-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19019.0,575319.0,480000,95319.0,16.57,1
VA20240203347,14-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19537.0,591000.0,480000,111000.0,18.78,1
VA20240203348,27-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19305.0,583968.0,480000,103968.0,17.8,1
VA20240203349,20-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19065.0,576723.0,480000,96723.0,16.77,1
VA20240203350,19-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Chennai Drive,600000.0,19023.0,575445.0,480000,95445.0,16.59,1
VA20240203351,07-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18963.0,573620.0,480000,93620.0,16.32,1
VA20240203352,25-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19349.0,585322.0,480000,105322.0,17.99,1
VA20240203353,24-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,18984.0,574265.0,480000,94265.0,16.41,1
VA20240203354,12-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,19273.0,583014.0,480000,103014.0,17.67,1
VA20240203355,15-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19019.0,575332.0,480000,95332.0,16.57,1
VA20240203356,01-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Kochi Veda,600000.0,19324.0,584563.0,480000,104563.0,17.89,1
VA20240203357,10-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Bangalore Elite,600000.0,19442.0,588117.0,480000,108117.0,18.38,1
VA20240203358,01-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19414.0,587259.0,480000,107259.0,18.26,1
VA20240203359,05-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Coimbatore Auto,600000.0,19400.0,586860.0,480000,106860.0,18.21,1
VA20240203360,01-FEB-24,2024,2,Feb,Veda Spark,Hatchback,Petrol,South,Hyderabad Motors,600000.0,18960.0,573545.0,480000,93545.0,16.31,1
